"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2026-05-12","10:41:00",7365.92,"26 May 26 7380 C STO 80.10 | 13 May 26 7340 C BTO 104.10 | 13 May 26 7420 C BTO 59.35",-335,7425.74,"2026-05-18","10:00:00",6,-455,"Profit Target",1430,32.83582089552239,13,464085,4355,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.98,0.97,18.78,18.44,-22.21,-24.71,73.13,-100
"2026-05-08","10:41:00",7392.04,"26 May 22 7405 C STO 79.40 | 13 May 22 7365 C BTO 103.30 | 13 May 22 7445 C BTO 58.80",-340,7501.46,"2026-05-14","14:53:00",6,-460,"Profit Target",1430,32.35294117647059,13,461185,4420,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.98,0.98,17.29,17.33,25.86,29.07,60.29,-72.06
"2026-05-07","10:41:00",7376.44,"24 May 21 7390 C STO 73.75 | 12 May 21 7350 C BTO 97.20 | 12 May 21 7430 C BTO 53.80",-360,7501.46,"2026-05-14","14:53:00",7,-490,"Profit Target",1440,33.33333333333333,12,459755,4320,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.977,0.981,17.11,17.33,11.66,-0.34,47.22,-54.17
"2026-05-06","10:41:00",7338.89,"22 May 20 7350 C STO 70.10 | 11 May 20 7310 C BTO 94.50 | 11 May 20 7390 C BTO 49.45",-385,7412.11,"2026-05-11","13:15:00",5,-520,"Profit Target",1375,32.467532467532465,11,458315,4235,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.974,0.973,16.97,18.11,34.92,44.75,53.25,-93.51
"2026-05-05","10:41:00",7250.41,"24 May 19 7265 C STO 71.30 | 12 May 19 7225 C BTO 95.80 | 12 May 19 7305 C BTO 50.40",-370,7248.31,"2026-05-05","10:48:00",0,-500,"Profit Target",1440,32.432432432432435,12,454080,4440,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.975,0.953,17.44,17.4,32.87,16.79,82.43,-8.11
"2026-05-04","10:41:00",7243.78,"22 May 18 7255 C STO 71.45 | 11 May 18 7215 C BTO 96.05 | 11 May 18 7295 C BTO 50.65",-390,7337.44,"2026-05-06","11:45:00",2,-530,"Profit Target",1430,33.33333333333333,11,455510,4290,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.974,0.972,17.24,17.34,-1.74,15.4,78.21,-100
"2026-05-01","10:41:00",7250.63,"22 May 15 7260 C STO 72.95 | 11 May 15 7220 C BTO 97.55 | 11 May 15 7300 C BTO 52.15",-390,7417.82,"2026-05-11","12:51:00",10,-530,"Profit Target",1430,33.33333333333333,11,456940,4290,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.975,0.98,16.74,18.07,25.53,16.09,70.51,-100
"2026-04-30","10:41:00",7141.13,"26 May 14 7155 C STO 78.45 | 13 May 14 7115 C BTO 103.10 | 13 May 14 7195 C BTO 57.05",-335,7256.99,"2026-05-01","11:51:00",1,-455,"Profit Target",1430,32.83582089552239,13,452640,4355,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.98,0.981,17.77,16.68,25.8,-20.62,62.69,-77.61
"2026-04-29","10:41:00",7141.8,"30 May 13 7155 C STO 82.90 | 15 May 13 7115 C BTO 107.15 | 15 May 13 7195 C BTO 61.45",-290,7211.9,"2026-04-30","15:36:00",1,-395,"Profit Target",1425,32.758620689655174,15,451210,4350,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",75,75,0.983,0.981,17.94,17.11,-7.19,10.19,50,-41.38
"2026-04-28","10:41:00",7120.12,"30 May 12 7135 C STO 86.10 | 15 May 12 7095 C BTO 110.30 | 15 May 12 7175 C BTO 64.70",-290,7148.84,"2026-04-30","09:48:00",2,-395,"Profit Target",1425,32.758620689655174,15,449785,4350,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",75,75,0.984,0.973,18.72,18,-40.17,-13.62,68.97,-25.86
"2026-04-27","10:41:00",7160.82,"28 May 11 7170 C STO 84.35 | 14 May 11 7130 C BTO 108.75 | 14 May 11 7210 C BTO 63.00",-315,7123.74,"2026-04-28","10:57:00",1,-430,"Profit Target",1470,33.33333333333333,14,448360,4410,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",70,70,0.982,0.952,18.71,18.59,-12.36,8.1,95.24,-15.87
"2026-04-24","10:41:00",7130.36,"26 May 8 7145 C STO 82.55 | 13 May 8 7105 C BTO 107.10 | 13 May 8 7185 C BTO 61.10",-320,7163.98,"2026-04-27","10:36:00",3,-435,"Profit Target",1365,32.8125,13,446890,4160,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.982,0.962,18.79,18.65,28.08,-6.12,126.56,-32.81
"2026-04-23","10:41:00",7130.68,"26 May 7 7145 C STO 81.85 | 13 May 7 7105 C BTO 106.50 | 13 May 7 7185 C BTO 60.35",-325,7076.98,"2026-04-23","13:54:00",0,-310,"Above Delta",-325,-7.6923076923076925,13,425440,4225,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.981,0.974,19.03,20.52,-19.1,11.88,7.69,-15.38
"2026-04-22","10:41:00",7129.58,"26 May 6 7140 C STO 83.30 | 13 May 6 7100 C BTO 108.05 | 13 May 6 7180 C BTO 61.70",-325,7076.98,"2026-04-23","13:54:00",1,-1880,"Above Delta",20085,475.38461538461536,13,445525,4225,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.981,0.847,19.05,20.52,38.9,26.67,486.15,-26.15
"2026-04-21","10:41:00",7123.78,"26 May 5 7135 C STO 85.95 | 13 May 5 7095 C BTO 110.05 | 13 May 5 7175 C BTO 64.95",-320,7085.63,"2026-04-21","13:39:00",0,-435,"Profit Target",1365,32.8125,13,425765,4160,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.982,0.933,19.1,20.3,13.5,1.14,184.38,-10.94
"2026-04-20","10:41:00",7106.52,"24 May 4 7120 C STO 85.10 | 12 May 4 7080 C BTO 109.10 | 12 May 4 7160 C BTO 64.25",-325,7106.96,"2026-04-20","11:30:00",0,-440,"Profit Target",1260,32.30769230769231,12,424400,3900,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.982,0.965,19.35,19.27,-9.01,-10.53,90.77,-9.23
"2026-04-17","10:41:00",7129.26,"22 May 1 7140 C STO 80.65 | 11 May 1 7100 C BTO 104.80 | 11 May 1 7180 C BTO 59.90",-350,7119.88,"2026-04-17","13:25:00",0,-475,"Profit Target",1265,32.857142857142854,11,421820,3850,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.979,0.952,17.76,17.52,33.27,54.71,112.86,-24.29
"2026-04-16","10:41:00",7013.61,"26 Apr 30 7025 C STO 85.80 | 13 Apr 30 6985 C BTO 110.25 | 13 Apr 30 7065 C BTO 64.35",-310,7119.88,"2026-04-17","13:25:00",1,-420,"Profit Target",1300,32.25806451612903,13,420555,4030,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.983,0.977,19.08,17.52,14.83,-24.17,119.35,-96.77
"2026-04-15","10:41:00",6988.21,"20 Apr 29 7000 C STO 74.55 | 10 Apr 29 6960 C BTO 99.20 | 10 Apr 29 7040 C BTO 53.60",-380,7012.9,"2026-04-16","09:56:00",1,-515,"Profit Target",1250,32.89473684210527,10,420035,3800,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",50,50,0.976,0.972,17.88,18.97,10.79,10.04,43.42,-48.68
"2026-04-14","10:41:00",6930.77,"22 Apr 28 6940 C STO 74.50 | 11 Apr 28 6900 C BTO 99.65 | 11 Apr 28 6980 C BTO 52.95",-370,7101.1,"2026-04-20","10:55:00",6,-500,"Profit Target",1320,32.432432432432435,11,423140,4070,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.976,0.981,18.05,19.39,23.96,20.57,100,-100
"2026-04-13","10:41:00",6820.11,"24 Apr 27 6830 C STO 80.10 | 12 Apr 27 6790 C BTO 105.70 | 12 Apr 27 6870 C BTO 57.70",-330,7129.63,"2026-04-17","11:04:00",4,-450,"Profit Target",1320,33.33333333333333,12,419255,3960,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.98,0.99,19.88,17.54,-10.42,13.64,92.42,-100
"2026-04-10","10:41:00",6837.53,"22 Apr 24 6850 C STO 75.45 | 11 Apr 24 6810 C BTO 100.80 | 11 Apr 24 6890 C BTO 53.55",-355,7012.9,"2026-04-16","09:56:00",6,-480,"Profit Target",1265,32.3943661971831,11,418785,3905,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.978,0.986,18.93,18.97,14.58,-1.71,50.7,-92.96
"2026-04-09","10:41:00",6768.5,"28 Apr 23 6780 C STO 84.80 | 14 Apr 23 6740 C BTO 110.60 | 14 Apr 23 6820 C BTO 61.80",-290,7104.96,"2026-04-17","09:59:00",8,-150,"Above Delta",-2100,-51.724137931034484,14,417935,4060,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",70,70,0.984,0.997,20.95,17.65,0.88,-15.19,29.31,-100
"2026-04-07","10:41:00",6566.48,"38 Apr 21 6580 C STO 114.75 | 19 Apr 21 6540 C BTO 139.45 | 19 Apr 21 6620 C BTO 92.10",-215,6801.12,"2026-04-09","11:34:00",2,-295,"Profit Target",1330,32.55813953488372,19,417520,4085,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",95,95,0.991,0.994,26.39,20.21,-9.9,-35.45,48.84,-100
"2026-04-02","10:41:00",6576.26,"36 Apr 16 6590 C STO 106.00 | 18 Apr 16 6550 C BTO 130.80 | 18 Apr 16 6630 C BTO 83.35",-225,6552.51,"2026-04-02","13:49:00",0,-305,"Profit Target",1260,31.11111111111111,18,414910,4050,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",90,90,0.99,0.982,25.2,25.78,-62.71,63.65,53.33,-42.22
"2026-04-01","10:41:00",6574.16,"32 Apr 15 6585 C STO 101.10 | 16 Apr 15 6545 C BTO 126.00 | 16 Apr 15 6625 C BTO 78.65",-255,6581.74,"2026-04-07","12:03:00",6,-345,"Profit Target",1280,31.372549019607842,16,416190,4080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",80,80,0.988,0.975,24.43,25.81,28.04,17.6,84.31,-100
"2026-03-31","10:41:00",6435.12,"40 Apr 14 6450 C STO 115.15 | 20 Apr 14 6410 C BTO 138.45 | 20 Apr 14 6490 C BTO 93.80",-205,6512.53,"2026-03-31","12:42:00",0,-280,"Profit Target",1300,31.70731707317073,20,413650,4100,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",100,100,0.992,0.972,27.54,26.24,52.16,39.24,346.34,-100
"2026-03-30","10:41:00",6381.65,"38 Apr 13 6400 C STO 124.10 | 19 Apr 13 6360 C BTO 147.10 | 19 Apr 13 6440 C BTO 103.05",-205,6434.38,"2026-03-31","10:40:00",1,-280,"Profit Target",1235,31.70731707317073,19,412350,3895,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",95,95,0.992,0.987,29.95,27.47,34.52,-21.72,80.49,-100
"2026-03-27","10:41:00",6415.7,"46 Apr 10 6430 C STO 130.90 | 23 Apr 10 6390 C BTO 153.90 | 23 Apr 10 6470 C BTO 109.55",-175,6388.05,"2026-03-30","10:48:00",3,-240,"Profit Target",1265,31.428571428571427,23,411115,4025,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",115,115,0.994,0.987,29.93,29.95,-23.27,-38.19,51.43,-91.43
"2026-03-26","10:41:00",6564.11,"54 Apr 9 6580 C STO 115.75 | 27 Apr 9 6540 C BTO 139.60 | 27 Apr 9 6620 C BTO 93.30",-150,6493.65,"2026-03-26","14:27:00",0,-205,"Profit Target",1215,30,27,408590,4050,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",135,135,0.994,0.986,26.42,28.07,-36.04,8.25,53.33,0
"2026-03-25","10:41:00",6606.91,"36 Apr 8 6620 C STO 109.50 | 18 Apr 8 6580 C BTO 134.35 | 18 Apr 8 6660 C BTO 86.70",-215,6436.45,"2026-03-27","11:24:00",2,-295,"Profit Target",1260,32.55813953488372,18,409850,3870,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",90,90,0.991,0.952,25.15,29.03,41.98,8.56,88.37,-100
"2026-03-24","10:41:00",6557.62,"36 Apr 7 6575 C STO 112.55 | 18 Apr 7 6535 C BTO 136.75 | 18 Apr 7 6615 C BTO 90.40",-215,6565.56,"2026-03-24","10:47:00",0,-295,"Profit Target",1260,32.55813953488372,18,406100,3870,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",90,90,0.991,0.962,26.52,26.11,-28.91,5.53,332.56,-6.98
"2026-03-23","10:41:00",6629.24,"30 Apr 6 6645 C STO 101.75 | 15 Apr 6 6605 C BTO 126.65 | 15 Apr 6 6685 C BTO 79.35",-260,6609.48,"2026-03-25","14:18:00",2,-355,"Profit Target",1275,32.69230769230769,15,407375,3900,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",75,75,0.988,0.958,24.53,25.15,68.48,54.28,190.38,-55.77
"2026-03-19","10:41:00",6588.62,"38 Apr 2 6605 C STO 118.05 | 19 Apr 2 6565 C BTO 142.50 | 19 Apr 2 6645 C BTO 95.50",-200,6623.45,"2026-03-19","15:08:00",0,-270,"Profit Target",1140,30,19,402305,3800,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",95,95,0.992,0.985,25.71,23.8,-41.58,5.5,90,-45
"2026-03-18","10:41:00",6669.54,"36 Apr 1 6685 C STO 105.50 | 18 Apr 1 6645 C BTO 130.60 | 18 Apr 1 6725 C BTO 82.50",-220,6596,"2026-03-23","09:37:00",5,-300,"Profit Target",1260,31.818181818181817,18,404840,3960,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",90,90,0.99,0.972,23.65,24.91,-18.93,-27.62,50,-100
"2026-03-17","10:41:00",6733.89,"30 Mar 31 6750 C STO 95.45 | 15 Mar 31 6710 C BTO 120.95 | 15 Mar 31 6790 C BTO 72.40",-255,6609.06,"2026-03-19","15:02:00",2,-345,"Profit Target",1200,31.372549019607842,15,401165,3825,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",75,75,0.987,0.947,22.27,24,22.97,11.54,54.9,-27.45
"2026-03-16","10:41:00",6692.57,"34 Mar 30 6710 C STO 106.90 | 17 Mar 30 6670 C BTO 132.10 | 17 Mar 30 6750 C BTO 83.95",-235,6563.97,"2026-03-20","12:23:00",4,-320,"Profit Target",1275,31.914893617021278,17,403580,3995,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",85,85,0.99,0.943,24.55,25.22,42.18,18.2,46.81,-89.36
"2026-03-13","10:41:00",6692.42,"48 Mar 27 6710 C STO 115.95 | 24 Mar 27 6670 C BTO 140.50 | 24 Mar 27 6750 C BTO 92.95",-165,6654.62,"2026-03-13","12:11:00",0,-225,"Profit Target",1200,30.303030303030305,24,399965,3960,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",120,120,0.993,0.986,25.95,27.05,0.87,18.93,72.73,0
"2026-03-12","10:41:00",6690.06,"38 Mar 26 6705 C STO 120.70 | 19 Mar 26 6665 C BTO 145.65 | 19 Mar 26 6745 C BTO 97.65",-200,6709.46,"2026-03-12","11:40:00",0,-270,"Profit Target",1140,30,19,398765,3800,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",95,95,0.992,0.987,26.69,25.9,-34.92,-50.82,65,-25
"2026-03-11","10:41:00",6779.84,"36 Mar 25 6790 C STO 105.75 | 18 Mar 25 6750 C BTO 131.95 | 18 Mar 25 6830 C BTO 81.65",-220,6702.38,"2026-03-12","09:48:00",1,-300,"Profit Target",1260,31.818181818181817,18,397625,3960,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",90,90,0.99,0.976,24.7,26.73,8.61,-10.25,61.36,-54.55
"2026-03-10","10:41:00",6806.58,"32 Mar 24 6820 C STO 96.30 | 16 Mar 24 6780 C BTO 122.30 | 16 Mar 24 6860 C BTO 72.55",-235,6820.36,"2026-03-10","14:14:00",0,-320,"Profit Target",1200,31.914893617021278,16,396365,3760,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",80,80,0.988,0.982,23.19,23.17,0.57,10.02,68.09,-19.15
"2026-03-09","10:41:00",6672.54,"42 Mar 23 6685 C STO 125.00 | 21 Mar 23 6645 C BTO 150.15 | 21 Mar 23 6725 C BTO 101.55",-180,6745.56,"2026-03-09","15:20:00",0,-245,"Profit Target",1155,30.555555555555557,21,392740,3780,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",105,105,0.993,0.975,29.75,26.51,-40.22,-27.26,361.11,-30.56
"2026-03-06","10:41:00",6764.73,"38 Mar 20 6775 C STO 113.80 | 19 Mar 20 6735 C BTO 139.60 | 19 Mar 20 6815 C BTO 89.95",-205,6835.03,"2026-03-10","13:17:00",4,-280,"Profit Target",1235,31.70731707317073,19,395165,3895,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",95,95,0.992,0.986,25.76,22.52,-61.68,-4.3,78.05,-100
"2026-03-05","10:41:00",6828.29,"32 Mar 19 6840 C STO 96.65 | 16 Mar 19 6800 C BTO 122.90 | 16 Mar 19 6880 C BTO 72.70",-240,6806.46,"2026-03-05","11:20:00",0,-325,"Profit Target",1200,31.25,16,391585,3840,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",80,80,0.988,0.967,22.61,23.52,-18.42,-22.79,156.25,-14.58
"2026-03-04","10:41:00",6860.81,"28 Mar 18 6870 C STO 89.50 | 14 Mar 18 6830 C BTO 116.10 | 14 Mar 18 6910 C BTO 65.50",-270,6745.56,"2026-03-09","15:20:00",5,-365,"Profit Target",1190,31.48148148148148,14,393930,3780,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",70,70,0.986,0.937,20.99,26.51,15.06,29.12,92.59,-24.07
"2026-03-03","10:41:00",6735.52,"48 Mar 17 6750 C STO 114.50 | 24 Mar 17 6710 C BTO 139.75 | 24 Mar 17 6790 C BTO 90.70",-155,6781.88,"2026-03-03","12:12:00",0,-210,"Profit Target",1080,29.03225806451613,24,389185,3720,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",120,120,0.994,0.99,26.8,24.69,-81.36,-64.74,64.52,-32.26
"2026-03-02","10:41:00",6851.39,"30 Mar 16 6860 C STO 90.70 | 15 Mar 16 6820 C BTO 117.10 | 15 Mar 16 6900 C BTO 66.70",-250,6781.88,"2026-03-03","12:12:00",1,-340,"Profit Target",1200,32,15,390385,3750,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",75,75,0.987,0.97,21.83,24.69,-54.52,27.03,52,-42
"2026-02-27","10:41:00",6865.77,"26 Mar 13 6875 C STO 86.45 | 13 Mar 13 6835 C BTO 113.00 | 13 Mar 13 6915 C BTO 62.65",-285,6733.4,"2026-03-03","11:00:00",4,-385,"Profit Target",1170,31.57894736842105,13,388105,3705,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.984,0.93,20.26,26.81,-52.32,9.23,108.77,-100
"2026-02-26","10:41:00",6882.23,"26 Mar 12 6890 C STO 83.95 | 13 Mar 12 6850 C BTO 110.45 | 13 Mar 12 6930 C BTO 60.25",-290,6831,"2026-03-02","09:44:00",4,-395,"Profit Target",1235,32.758620689655174,13,386935,3770,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.984,0.958,19.71,22.17,-1.39,-62.51,70.69,-41.38
"2026-02-25","10:41:00",6920.07,"26 Mar 11 6930 C STO 77.80 | 13 Mar 11 6890 C BTO 104.20 | 13 Mar 11 6970 C BTO 54.20",-290,6894.13,"2026-02-26","11:02:00",1,-395,"Profit Target",1235,32.758620689655174,13,385700,3770,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.982,0.963,18.79,19.37,25.08,4.92,63.79,-32.76
"2026-02-24","10:41:00",6876.61,"26 Mar 10 6885 C STO 85.20 | 13 Mar 10 6845 C BTO 111.40 | 13 Mar 10 6925 C BTO 61.65",-275,6890.6,"2026-02-24","14:05:00",0,-375,"Profit Target",1170,32.72727272727273,13,383295,3575,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.985,0.975,19.92,19.48,-0.38,39.24,65.45,-20
"2026-02-23","10:41:00",6856.95,"26 Mar 9 6870 C STO 87.80 | 13 Mar 9 6830 C BTO 113.75 | 13 Mar 9 6910 C BTO 64.60",-285,6922.89,"2026-02-26","10:00:00",3,-385,"Profit Target",1170,31.57894736842105,13,384465,3705,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.985,0.981,20.85,18.56,-8.26,-44.3,45.61,-57.89
"2026-02-20","10:41:00",6879.84,"24 Mar 6 6895 C STO 83.55 | 12 Mar 6 6855 C BTO 109.65 | 12 Mar 6 6935 C BTO 60.35",-300,6883.02,"2026-02-20","13:28:00",0,-405,"Profit Target",1140,31.666666666666664,12,380985,3600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.983,0.959,19.81,19.8,-18.63,36.58,136.67,-100
"2026-02-19","10:41:00",6872.55,"26 Mar 5 6885 C STO 87.75 | 13 Mar 5 6845 C BTO 113.95 | 13 Mar 5 6925 C BTO 64.25",-280,6853.33,"2026-02-19","11:45:00",0,-380,"Profit Target",1170,32.142857142857146,13,379845,3640,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.985,0.956,20.04,20.41,-19.97,11.21,150,-10.71
"2026-02-18","10:41:00",6901.97,"24 Mar 4 6910 C STO 81.70 | 12 Mar 4 6870 C BTO 107.80 | 12 Mar 4 6950 C BTO 58.50",-300,6847.27,"2026-02-24","10:00:00",6,-405,"Profit Target",1140,31.666666666666664,12,382125,3600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.983,0.95,18.76,21.03,12.26,46.49,48.33,-20
"2026-02-17","10:41:00",6782.35,"32 Mar 3 6795 C STO 101.40 | 16 Mar 3 6755 C BTO 126.50 | 16 Mar 3 6835 C BTO 78.55",-235,6854.68,"2026-02-18","09:33:00",1,-320,"Profit Target",1200,31.914893617021278,16,378675,3760,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",80,80,0.989,0.982,22.73,20.13,-16.31,-37.51,104.26,-72.34
"2026-02-13","10:41:00",6846.24,"28 Feb 27 6855 C STO 92.15 | 14 Feb 27 6815 C BTO 117.80 | 14 Feb 27 6895 C BTO 69.05",-265,6853.83,"2026-02-13","14:52:00",0,-360,"Profit Target",1190,32.075471698113205,14,377475,3710,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",70,70,0.986,0.973,20.54,19.89,1.51,11.97,88.68,-15.09
"2026-02-12","10:41:00",6926.86,"22 Feb 26 6935 C STO 76.55 | 11 Feb 26 6895 C BTO 102.95 | 11 Feb 26 6975 C BTO 53.30",-325,6842.13,"2026-02-13","09:47:00",1,-440,"Profit Target",1155,32.30769230769231,11,376285,3575,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.98,0.929,18.14,20.83,16.07,-30.68,98.46,-46.15
"2026-02-11","10:41:00",6935.92,"22 Feb 25 6945 C STO 71.75 | 11 Feb 25 6905 C BTO 97.90 | 11 Feb 25 6985 C BTO 48.80",-330,6832.71,"2026-02-13","09:34:00",2,-450,"Profit Target",1210,33.33333333333333,11,375130,3630,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.978,0.921,18.21,21.06,34.67,-40.56,43.94,-53.03
"2026-02-10","10:41:00",6978.87,"18 Feb 24 6990 C STO 64.35 | 9 Feb 24 6950 C BTO 90.40 | 9 Feb 24 7030 C BTO 42.20",-400,6961.48,"2026-02-12","09:32:00",2,-625,"Profit Target",1935,53.75,9,373920,3600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.971,0.935,17.37,17.38,9.67,4.38,62.5,-36.25
"2026-02-09","10:41:00",6956.95,"18 Feb 23 6965 C STO 66.45 | 9 Feb 23 6925 C BTO 92.80 | 9 Feb 23 7005 C BTO 43.80",-380,6977.64,"2026-02-10","10:59:00",1,-515,"Profit Target",1125,32.89473684210527,9,370845,3420,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.973,0.964,17.24,17.32,-15.04,39.69,46.05,-27.63
"2026-02-06","10:41:00",6883.62,"24 Feb 20 6895 C STO 79.60 | 12 Feb 20 6855 C BTO 105.05 | 12 Feb 20 6935 C BTO 57.05",-300,6970.21,"2026-02-10","11:15:00",4,-405,"Profit Target",1140,31.666666666666664,12,371985,3600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.982,0.98,18.74,17.46,18.34,66.88,55,-100
"2026-02-05","10:41:00",6797.63,"30 Feb 19 6810 C STO 99.20 | 15 Feb 19 6770 C BTO 124.00 | 15 Feb 19 6850 C BTO 76.60",-230,6838.86,"2026-02-05","12:43:00",0,-315,"Profit Target",1125,32.608695652173914,15,368620,3450,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",75,75,0.989,0.984,22.37,20.02,-45.33,-39.76,58.7,-100
"2026-02-04","10:41:00",6918.54,"20 Feb 18 6930 C STO 75.70 | 10 Feb 18 6890 C BTO 101.40 | 10 Feb 18 6970 C BTO 53.30",-340,6871.62,"2026-02-06","10:12:00",2,-460,"Profit Target",1100,32.35294117647059,10,369720,3400,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",50,50,0.979,0.949,18.35,19.16,6.69,-5.96,50,-57.35
"2026-02-03","10:41:00",6942.17,"20 Feb 17 6950 C STO 68.50 | 10 Feb 17 6910 C BTO 94.50 | 10 Feb 17 6990 C BTO 46.00",-360,6830.9,"2026-02-05","12:32:00",2,-490,"Profit Target",1200,33.33333333333333,10,367495,3600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",50,50,0.975,0.883,17.04,20.26,9.01,-43.28,123.61,-30.56
"2026-01-30","10:41:00",6955.08,"20 Feb 13 6965 C STO 70.75 | 10 Feb 13 6925 C BTO 96.80 | 10 Feb 13 7005 C BTO 48.20",-360,6873.47,"2026-02-04","12:27:00",5,-490,"Profit Target",1200,33.33333333333333,10,366295,3600,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",50,50,0.976,0.915,16.89,19.61,-21.74,7.81,66.67,-88.89
